Date,Rank,Country,Image,Player,Points
2000-03-06,1,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Andre Agassi,4964
2000-03-06,2,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Pete Sampras,2793
2000-03-06,3,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Yevgeny Kafelnikov,2783
2000-03-06,4,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Nicolas Kiefer,2425
2000-03-06,5,BRA,https://www.atptour.com/en/~/media/images/flags/bra.svg,Gustavo Kuerten,2254
2000-03-06,6,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Magnus Norman,2137
2000-03-06,7,CHI,https://www.atptour.com/en/~/media/images/flags/chi.svg,Marcelo Rios,1849
2000-03-06,8,ECU,https://www.atptour.com/en/~/media/images/flags/ecu.svg,Nicolas Lapentti,1667
2000-03-06,9,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Cedric Pioline,1563
2000-03-06,10,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Thomas Enqvist,1551
2000-03-06,11,GBR,https://www.atptour.com/en/~/media/images/flags/gbr.svg,Tim Henman,1547
2000-03-06,12,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Todd Martin,1500
2000-03-06,13,NED,https://www.atptour.com/en/~/media/images/flags/ned.svg,Richard Krajicek,1366
2000-03-06,14,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Mark Philippoussis,1352
2000-03-06,15,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Patrick Rafter,1349
2000-03-06,16,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Albert Costa,1341
2000-03-06,17,GBR,https://www.atptour.com/en/~/media/images/flags/gbr.svg,Greg Rusedski,1305
2000-03-06,18,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Lleyton Hewitt,1280
2000-03-06,19,MAR,https://www.atptour.com/en/~/media/images/flags/mar.svg,Younes El Aynaoui,1241
2000-03-06,20,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Sebastien Grosjean,1168
2000-03-06,21,AUT,https://www.atptour.com/en/~/media/images/flags/aut.svg,Stefan Koubek,1143
2000-03-06,22,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Felix Mantilla,1121
2000-03-06,23,SVK,https://www.atptour.com/en/~/media/images/flags/svk.svg,Dominik Hrbaty,1105
2000-03-06,24,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Tommy Haas,1102
2000-03-06,25,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Carlos Moya,1065
2000-03-06,26,MAR,https://www.atptour.com/en/~/media/images/flags/mar.svg,Karim Alami,1058
2000-03-06,27,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Mariano Zabaleta,1037
2000-03-06,28,BRA,https://www.atptour.com/en/~/media/images/flags/bra.svg,Fernando Meligeni,1036
2000-03-06,29,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Vincent Spadea,1033
2000-03-06,30,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Juan Carlos Ferrero,1007
2000-03-06,31,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Nicolas Escude,1006
2000-03-06,32,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Alex Corretja,1002
2000-03-06,33,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Marat Safin,998
2000-03-06,34,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Chris Woodruff,975
2000-03-06,35,SVK,https://www.atptour.com/en/~/media/images/flags/svk.svg,Karol Kucera,963
2000-03-06,36,MAR,https://www.atptour.com/en/~/media/images/flags/mar.svg,Hicham Arazi,950
2000-03-06,37,UKR,https://www.atptour.com/en/~/media/images/flags/ukr.svg,Andrei Medvedev,937
2000-03-06,38,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Fabrice Santoro,926
2000-03-06,39,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Magnus Larsson,887
2000-03-06,40,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Franco Squillari,877
2000-03-06,41,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Jiri Novak,858
2000-03-06,42,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Michael Chang,857
2000-03-06,43,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Francisco Clavet,836
2000-03-06,44,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Daniel Vacek,809
2000-03-06,45,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Fernando Vicente,800
2000-03-06,46,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,Marc Rosset,796
2000-03-06,47,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Jerome Golmard,780
2000-03-06,48,RSA,https://www.atptour.com/en/~/media/images/flags/rsa.svg,Wayne Ferreira,770
2000-03-06,49,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,Roger Federer,753
2000-03-06,50,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Gaston Gaudio,737
2000-03-06,51,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Slava Dosedel,733
2000-03-06,52,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Thomas Johansson,731
2000-03-06,53,ARM,https://www.atptour.com/en/~/media/images/flags/arm.svg,Sargis Sargsian,728
2000-03-06,54,NED,https://www.atptour.com/en/~/media/images/flags/ned.svg,Sjeng Schalken,717
2000-03-06,55,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Jim Courier,713
2000-03-06,56,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Arnaud Di Pasquale,700
2000-03-06,57,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Rainer Schuettler,699
2000-03-06,58,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Arnaud Clement,698
2000-03-06,59,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Andreas Vinciguerra,678
2000-03-06,60,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Alberto Martin,677
2000-03-06,61,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Richard Fromberg,675
2000-03-06,62,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Alberto Berasategui,662
2000-03-06,63,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Jonas Bjorkman,659
2000-03-06,64,ZIM,https://www.atptour.com/en/~/media/images/flags/zim.svg,Byron Black,644
2000-03-06,65,ROU,https://www.atptour.com/en/~/media/images/flags/rou.svg,Andrei Pavel,637
2000-03-06,66,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Mikael Tillstrom,633
2000-03-06,67,BLR,https://www.atptour.com/en/~/media/images/flags/blr.svg,Max Mirnyi,629
2000-03-06,68,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Hernan Gumy,619
2000-03-06,69,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Guillermo Canas,615
2000-03-06,70,CRO,https://www.atptour.com/en/~/media/images/flags/cro.svg,Goran Ivanisevic,613
2000-03-06,71,CRO,https://www.atptour.com/en/~/media/images/flags/cro.svg,Ivan Ljubicic,603
2000-03-06,72,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Mariano Puerta,589
2000-03-06,73,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Juan Ignacio Chela,569
2000-03-06,74,CRC,https://www.atptour.com/en/~/media/images/flags/crc.svg,Juan Antonio Marin,558
2000-03-06,75,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Andrew Ilie,551
2000-03-06,76,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Jeff Tarango,551
2000-03-06,77,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Galo Blanco,549
2000-03-06,78,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Albert Portas,537
2000-03-06,79,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,George Bastl,525
2000-03-06,80,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Magnus Gustafsson,523
2000-03-06,81,ROU,https://www.atptour.com/en/~/media/images/flags/rou.svg,Adrian Voinea,521
2000-03-06,82,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Gianluca Pozzi,503
2000-03-06,83,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Paul Goldstein,494
2000-03-06,84,AUT,https://www.atptour.com/en/~/media/images/flags/aut.svg,Markus Hipfl,487
2000-03-06,85,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Martin Damm,479
2000-03-06,86,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Jan-Michael Gambill,474
2000-03-06,87,BEL,https://www.atptour.com/en/~/media/images/flags/bel.svg,Christophe Rochus,467
