Date,Rank,Country,Image,Player,Points
2012-06-18,1,SRB,https://www.atptour.com/en/~/media/images/flags/srb.svg,Novak Djokovic,12280
2012-06-18,2,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Rafael Nadal,10060
2012-06-18,3,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,Roger Federer,9435
2012-06-18,4,GBR,https://www.atptour.com/en/~/media/images/flags/gbr.svg,Andy Murray,6980
2012-06-18,5,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Jo-Wilfried Tsonga,5230
2012-06-18,6,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,David Ferrer,5180
2012-06-18,7,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Tomas Berdych,4685
2012-06-18,8,SRB,https://www.atptour.com/en/~/media/images/flags/srb.svg,Janko Tipsarevic,3200
2012-06-18,9,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Juan Martin del Potro,3180
2012-06-18,10,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,John Isner,2655
2012-06-18,11,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Nicolas Almagro,2605
2012-06-18,12,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Mardy Fish,2535
2012-06-18,13,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Gilles Simon,2525
2012-06-18,14,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Juan Monaco,2115
2012-06-18,15,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Gael Monfils,1805
2012-06-18,16,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Fernando Verdasco,1765
2012-06-18,17,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Feliciano Lopez,1725
2012-06-18,18,CRO,https://www.atptour.com/en/~/media/images/flags/cro.svg,Marin Cilic,1655
2012-06-18,19,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Richard Gasquet,1600
2012-06-18,20,JPN,https://www.atptour.com/en/~/media/images/flags/jpn.svg,Kei Nishikori,1600
2012-06-18,21,UKR,https://www.atptour.com/en/~/media/images/flags/ukr.svg,Alexandr Dolgopolov,1585
2012-06-18,22,CAN,https://www.atptour.com/en/~/media/images/flags/can.svg,Milos Raonic,1540
2012-06-18,23,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Marcel Granollers,1530
2012-06-18,24,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,Stan Wawrinka,1505
2012-06-18,25,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Radek Stepanek,1340
2012-06-18,26,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Andreas Seppi,1285
2012-06-18,27,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Bernard Tomic,1255
2012-06-18,28,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Florian Mayer,1230
2012-06-18,29,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Philipp Kohlschreiber,1220
