Date,Rank,Country,Image,Player,Points
1991-02-18,1,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Stefan Edberg,0
1991-02-18,2,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Boris Becker,0
1991-02-18,3,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Ivan Lendl,0
1991-02-18,4,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Andre Agassi,0
1991-02-18,5,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Pete Sampras,0
1991-02-18,6,ECU,https://www.atptour.com/en/~/media/images/flags/ecu.svg,Andres Gomez,0
1991-02-18,7,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Guy Forget,0
1991-02-18,8,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Brad Gilbert,0
1991-02-18,9,AUT,https://www.atptour.com/en/~/media/images/flags/aut.svg,Thomas Muster,0
1991-02-18,10,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Emilio Sanchez,0
1991-02-18,11,CRO,https://www.atptour.com/en/~/media/images/flags/cro.svg,Goran Ivanisevic,0
1991-02-18,12,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Andrei Chesnokov,0
1991-02-18,13,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Jonas Svensson,0
1991-02-18,14,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Guillermo Perez-Roldan,0
1991-02-18,15,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Michael Chang,0
1991-02-18,16,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,Jakob Hlasek,0
1991-02-18,17,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Andrei Cherkasov,0
1991-02-18,18,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Alexander Volkov,0
1991-02-18,19,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,John McEnroe,0
1991-02-18,20,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,Marc Rosset,0
1991-02-18,21,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Jay Berger,0
1991-02-18,22,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Juan Aguilera,0
1991-02-18,23,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Jim Courier,0
1991-02-18,24,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Aaron Krickstein,0
1991-02-18,25,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Michael Stich,0
1991-02-18,26,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Richard Fromberg,0
1991-02-18,27,AUT,https://www.atptour.com/en/~/media/images/flags/aut.svg,Horst Skoff,0
1991-02-18,28,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Sergi Bruguera,0
1991-02-18,29,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Karel Novacek,0
1991-02-18,30,HAI,https://www.atptour.com/en/~/media/images/flags/hai.svg,Ronald Agenor,0
1991-02-18,31,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Richey Reneberg,0
1991-02-18,32,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Henri Leconte,0
1991-02-18,33,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Magnus Gustafsson,0
1991-02-18,34,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Darren Cahill,0
1991-02-18,35,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Franco Davin,0
1991-02-18,36,ISR,https://www.atptour.com/en/~/media/images/flags/isr.svg,Amos Mansdorf,0
1991-02-18,37,CRO,https://www.atptour.com/en/~/media/images/flags/cro.svg,Goran Prpic,0
