Date,Rank,Country,Image,Player,Points
2025-07-21,1,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Jannik Sinner,12030
2025-07-21,2,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Carlos Alcaraz,8600
2025-07-21,3,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Alexander Zverev,6030
2025-07-21,4,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Taylor Fritz,5035
2025-07-21,5,GBR,https://www.atptour.com/en/~/media/images/flags/gbr.svg,Jack Draper,4650
2025-07-21,6,SRB,https://www.atptour.com/en/~/media/images/flags/srb.svg,Novak Djokovic,4130
2025-07-21,7,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Lorenzo Musetti,3350
2025-07-21,8,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Ben Shelton,3330
2025-07-21,9,DEN,https://www.atptour.com/en/~/media/images/flags/den.svg,Holger Rune,3250
2025-07-21,10,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Andrey Rublev,3160
2025-07-21,11,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Frances Tiafoe,2940
2025-07-21,12,NOR,https://www.atptour.com/en/~/media/images/flags/nor.svg,Casper Ruud,2905
2025-07-21,13,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Alex de Minaur,2885
2025-07-21,14,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Daniil Medvedev,2630
2025-07-21,15,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Tommy Paul,2620
2025-07-21,16,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Karen Khachanov,2590
2025-07-21,17,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Jakub Mensik,2446
2025-07-21,18,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Flavio Cobolli,2360
2025-07-21,19,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Francisco Cerundolo,2285
2025-07-21,20,BUL,https://www.atptour.com/en/~/media/images/flags/bul.svg,Grigor Dimitrov,2155
2025-07-21,21,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Arthur Fils,2130
2025-07-21,22,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Tomas Machac,2110
2025-07-21,23,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Ugo Humbert,2095
2025-07-21,24,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Alexei Popyrin,2050
2025-07-21,25,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Jiri Lehecka,2015
2025-07-21,26,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Alejandro Davidovich Fokina,1945
2025-07-21,27,CAN,https://www.atptour.com/en/~/media/images/flags/can.svg,Felix Auger-Aliassime,1865
2025-07-21,28,CAN,https://www.atptour.com/en/~/media/images/flags/can.svg,Denis Shapovalov,1836
2025-07-21,29,GRE,https://www.atptour.com/en/~/media/images/flags/gre.svg,Stefanos Tsitsipas,1825
2025-07-21,30,KAZ,https://www.atptour.com/en/~/media/images/flags/kaz.svg,Alexander Bublik,1825
2025-07-21,31,NED,https://www.atptour.com/en/~/media/images/flags/ned.svg,Tallon Griekspoor,1715
2025-07-21,32,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Brandon Nakashima,1650
2025-07-21,33,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Sebastian Korda,1645
2025-07-21,34,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Alex Michelsen,1555
2025-07-21,35,CAN,https://www.atptour.com/en/~/media/images/flags/can.svg,Gabriel Diallo,1358
2025-07-21,36,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Jordan Thompson,1350
2025-07-21,37,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Lorenzo Sonego,1321
2025-07-21,38,POL,https://www.atptour.com/en/~/media/images/flags/pol.svg,Hubert Hurkacz,1285
2025-07-21,39,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Alexandre Muller,1271
2025-07-21,40,POR,https://www.atptour.com/en/~/media/images/flags/por.svg,Nuno Borges,1265
2025-07-21,41,GBR,https://www.atptour.com/en/~/media/images/flags/gbr.svg,Cameron Norrie,1227
2025-07-21,42,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Matteo Berrettini,1225
2025-07-21,43,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Sebastian Baez,1220
2025-07-21,44,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Matteo Arnaldi,1215
2025-07-21,45,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Giovanni Mpetshi Perricard,1205
2025-07-21,46,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Luciano Darderi,1189
2025-07-21,47,BRA,https://www.atptour.com/en/~/media/images/flags/bra.svg,Joao Fonseca,1116
2025-07-21,48,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Gael Monfils,1115
2025-07-21,49,SRB,https://www.atptour.com/en/~/media/images/flags/srb.svg,Miomir Kecmanovic,1106
2025-07-21,50,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Jaume Munar,1062
2025-07-21,51,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Camilo Ugo Carabelli,1058
2025-07-21,52,BEL,https://www.atptour.com/en/~/media/images/flags/bel.svg,Zizou Bergs,1049
2025-07-21,53,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Roberto Bautista Agut,1046
2025-07-21,54,HUN,https://www.atptour.com/en/~/media/images/flags/hun.svg,Fabian Marozsan,1030
2025-07-21,55,GBR,https://www.atptour.com/en/~/media/images/flags/gbr.svg,Jacob Fearnley,1020
2025-07-21,56,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Daniel Altmaier,973
2025-07-21,57,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Marcos Giron,960
2025-07-21,58,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Tomas Martin Etcheverry,960
2025-07-21,59,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Corentin Moutet,944
2025-07-21,60,BEL,https://www.atptour.com/en/~/media/images/flags/bel.svg,David Goffin,939
2025-07-21,61,BIH,https://www.atptour.com/en/~/media/images/flags/bih.svg,Damir Dzumhur,936
