Date,Rank,Country,Image,Player,Points
1996-07-01,1,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Pete Sampras,0
1996-07-01,2,AUT,https://www.atptour.com/en/~/media/images/flags/aut.svg,Thomas Muster,0
1996-07-01,3,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Andre Agassi,0
1996-07-01,4,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Boris Becker,0
1996-07-01,5,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Yevgeny Kafelnikov,0
1996-07-01,6,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Michael Chang,0
1996-07-01,7,CRO,https://www.atptour.com/en/~/media/images/flags/cro.svg,Goran Ivanisevic,0
1996-07-01,8,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Jim Courier,0
1996-07-01,9,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Thomas Enqvist,0
1996-07-01,10,CHI,https://www.atptour.com/en/~/media/images/flags/chi.svg,Marcelo Rios,0
1996-07-01,11,RSA,https://www.atptour.com/en/~/media/images/flags/rsa.svg,Wayne Ferreira,0
1996-07-01,12,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Michael Stich,0
1996-07-01,13,NED,https://www.atptour.com/en/~/media/images/flags/ned.svg,Richard Krajicek,0
1996-07-01,14,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,Marc Rosset,0
1996-07-01,15,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Arnaud Boetsch,0
1996-07-01,16,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Cedric Pioline,0
1996-07-01,17,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Albert Costa,0
1996-07-01,18,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Todd Martin,0
1996-07-01,19,NED,https://www.atptour.com/en/~/media/images/flags/ned.svg,Jan Siemerink,0
1996-07-01,20,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,MaliVai Washington,0
1996-07-01,21,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Richey Reneberg,0
1996-07-01,22,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Stefan Edberg,0
1996-07-01,23,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Carlos Moya,0
1996-07-01,24,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Mark Woodforde,0
1996-07-01,25,NED,https://www.atptour.com/en/~/media/images/flags/ned.svg,Paul Haarhuis,0
1996-07-01,26,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Renzo Furlan,0
1996-07-01,27,ZIM,https://www.atptour.com/en/~/media/images/flags/zim.svg,Byron Black,0
1996-07-01,28,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Carlos Costa,0
1996-07-01,29,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Felix Mantilla,0
1996-07-01,30,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Daniel Vacek,0
1996-07-01,31,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Bernd Karbacher,0
1996-07-01,32,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Francisco Clavet,0
1996-07-01,33,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Mark Philippoussis,0
1996-07-01,34,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Andrea Gaudenzi,0
1996-07-01,35,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Petr Korda,0
1996-07-01,36,AUT,https://www.atptour.com/en/~/media/images/flags/aut.svg,Gilbert Schaller,0
1996-07-01,37,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Magnus Gustafsson,0
1996-07-01,38,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Alberto Berasategui,0
1996-07-01,39,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Bohdan Ulihrach,0
1996-07-01,40,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,Jakob Hlasek,0
1996-07-01,41,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Todd Woodbridge,0
1996-07-01,42,UKR,https://www.atptour.com/en/~/media/images/flags/ukr.svg,Andrei Medvedev,0
1996-07-01,43,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Hernan Gumy,0
1996-07-01,44,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Jiri Novak,0
1996-07-01,45,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Alex Corretja,0
1996-07-01,46,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Jason Stoltenberg,0
1996-07-01,47,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,David Prinosil,0
1996-07-01,48,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Slava Dosedel,0
1996-07-01,49,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Tomas Carbonell,0
1996-07-01,50,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Sergi Bruguera,0
1996-07-01,51,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Guy Forget,0
1996-07-01,52,BEL,https://www.atptour.com/en/~/media/images/flags/bel.svg,Filip Dewulf,0
1996-07-01,53,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Nicklas Kulti,0
1996-07-01,54,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Chris Woodruff,0
1996-07-01,55,MAR,https://www.atptour.com/en/~/media/images/flags/mar.svg,Karim Alami,0
1996-07-01,56,NED,https://www.atptour.com/en/~/media/images/flags/ned.svg,Sjeng Schalken,0
1996-07-01,57,NOR,https://www.atptour.com/en/~/media/images/flags/nor.svg,Christian Ruud,0
1996-07-01,58,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Mikael Tillstrom,0
1996-07-01,59,NZL,https://www.atptour.com/en/~/media/images/flags/nzl.svg,Brett Steven,0
1996-07-01,60,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Jordi Burillo,0
1996-07-01,61,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Javier Sanchez,0
1996-07-01,62,GBR,https://www.atptour.com/en/~/media/images/flags/gbr.svg,Tim Henman,0
1996-07-01,63,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Hendrik Dreekmann,0
1996-07-01,64,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Jonas Bjorkman,0
1996-07-01,65,GBR,https://www.atptour.com/en/~/media/images/flags/gbr.svg,Greg Rusedski,0
1996-07-01,66,JPN,https://www.atptour.com/en/~/media/images/flags/jpn.svg,Shuzo Matsuoka,0
1996-07-01,67,MAR,https://www.atptour.com/en/~/media/images/flags/mar.svg,Younes El Aynaoui,0
1996-07-01,68,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Vincent Spadea,0
1996-07-01,69,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Carl-Uwe Steeb,0
1996-07-01,70,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Michael Joyce,0
1996-07-01,71,BRA,https://www.atptour.com/en/~/media/images/flags/bra.svg,Fernando Meligeni,0
1996-07-01,72,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Roberto Carretero,0
1996-07-01,73,DEN,https://www.atptour.com/en/~/media/images/flags/den.svg,Kenneth Carlsen,0
1996-07-01,74,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Mats Wilander,0
1996-07-01,75,ROU,https://www.atptour.com/en/~/media/images/flags/rou.svg,Adrian Voinea,0
1996-07-01,76,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Sandon Stolle,0
1996-07-01,77,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Patrick Rafter,0
1996-07-01,78,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Stefano Pescosolido,0
1996-07-01,79,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Guillaume Raoux,0
1996-07-01,80,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Magnus Larsson,0
1996-07-01,81,MAR,https://www.atptour.com/en/~/media/images/flags/mar.svg,Hicham Arazi,0
1996-07-01,82,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Patrick McEnroe,0
1996-07-01,83,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Javier Frana,0
1996-07-01,84,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Martin Damm,0
1996-07-01,85,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Andrei Chesnokov,0
1996-07-01,86,ECU,https://www.atptour.com/en/~/media/images/flags/ecu.svg,Nicolas Lapentti,0
1996-07-01,87,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Alexander Volkov,0
1996-07-01,88,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Jeff Tarango,0
1996-07-01,89,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Stephane Simian,0
1996-07-01,90,BEL,https://www.atptour.com/en/~/media/images/flags/bel.svg,Johan Van Herck,0
1996-07-01,91,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Alex Radulescu,0
1996-07-01,92,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Scott Draper,0
1996-07-01,93,URU,https://www.atptour.com/en/~/media/images/flags/uru.svg,Marcelo Filippini,0
1996-07-01,94,SVK,https://www.atptour.com/en/~/media/images/flags/svk.svg,Jan Kroslak,0
1996-07-01,95,COL,https://www.atptour.com/en/~/media/images/flags/col.svg,Mauricio Hadad,0
1996-07-01,96,BAH,https://www.atptour.com/en/~/media/images/flags/bah.svg,Mark Knowles,0
1996-07-01,97,VEN,https://www.atptour.com/en/~/media/images/flags/ven.svg,Nicolas Pereira,0
1996-07-01,98,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Michael Tebbutt,0
1996-07-01,99,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Marc-Kevin Goellner,0
1996-07-01,100,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Jean-Philippe Fleurian,0
