Date,Rank,Country,Image,Player,Points
2005-05-02,1,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,Roger Federer,6640
2005-05-02,2,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Lleyton Hewitt,4195
2005-05-02,3,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Andy Roddick,3515
2005-05-02,4,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Marat Safin,3145
2005-05-02,5,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Gaston Gaudio,2300
2005-05-02,6,GBR,https://www.atptour.com/en/~/media/images/flags/gbr.svg,Tim Henman,2155
2005-05-02,7,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Rafael Nadal,2100
2005-05-02,8,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Carlos Moya,2050
2005-05-02,9,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Andre Agassi,2045
2005-05-02,10,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,David Nalbandian,2030
2005-05-02,11,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Guillermo Coria,1915
2005-05-02,12,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Joachim Johansson,1700
2005-05-02,13,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Guillermo Canas,1675
2005-05-02,14,CRO,https://www.atptour.com/en/~/media/images/flags/cro.svg,Ivan Ljubicic,1615
2005-05-02,15,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Tommy Robredo,1445
2005-05-02,16,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Nikolay Davydenko,1355
2005-05-02,17,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Radek Stepanek,1330
2005-05-02,18,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Thomas Johansson,1293
2005-05-02,19,CRO,https://www.atptour.com/en/~/media/images/flags/cro.svg,Mario Ancic,1270
2005-05-02,20,CHI,https://www.atptour.com/en/~/media/images/flags/chi.svg,Fernando Gonzalez,1270
2005-05-02,21,CHI,https://www.atptour.com/en/~/media/images/flags/chi.svg,Nicolas Massu,1265
2005-05-02,22,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Tommy Haas,1245
2005-05-02,23,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Jiri Novak,1235
2005-05-02,24,SVK,https://www.atptour.com/en/~/media/images/flags/svk.svg,Dominik Hrbaty,1211
2005-05-02,25,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,David Ferrer,1210
2005-05-02,26,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Mikhail Youzhny,1185
2005-05-02,27,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Feliciano Lopez,1170
2005-05-02,28,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Sebastien Grosjean,1130
2005-05-02,29,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Taylor Dent,1100
2005-05-02,30,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Nicolas Kiefer,1070
2005-05-02,31,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Filippo Volandri,1060
2005-05-02,32,ROU,https://www.atptour.com/en/~/media/images/flags/rou.svg,Andrei Pavel,1045
2005-05-02,33,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Vincent Spadea,1000
2005-05-02,34,THA,https://www.atptour.com/en/~/media/images/flags/tha.svg,Paradorn Srichaphan,975
2005-05-02,35,AUT,https://www.atptour.com/en/~/media/images/flags/aut.svg,Jurgen Melzer,965
2005-05-02,36,BEL,https://www.atptour.com/en/~/media/images/flags/bel.svg,Xavier Malisse,963
2005-05-02,37,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Igor Andreev,954
2005-05-02,38,BEL,https://www.atptour.com/en/~/media/images/flags/bel.svg,Olivier Rochus,931
2005-05-02,39,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Robin Soderling,925
2005-05-02,40,BLR,https://www.atptour.com/en/~/media/images/flags/blr.svg,Max Mirnyi,910
2005-05-02,41,SVK,https://www.atptour.com/en/~/media/images/flags/svk.svg,Karol Beck,907
2005-05-02,42,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Juan Carlos Ferrero,890
2005-05-02,43,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Mariano Puerta,875
2005-05-02,44,GBR,https://www.atptour.com/en/~/media/images/flags/gbr.svg,Greg Rusedski,870
2005-05-02,45,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Juan Ignacio Chela,865
2005-05-02,46,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Mariano Zabaleta,860
2005-05-02,47,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Tomas Berdych,811
2005-05-02,48,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Florian Mayer,800
2005-05-02,49,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Cyril Saulnier,798
2005-05-02,50,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Albert Costa,780
2005-05-02,51,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Michael Llodra,756
2005-05-02,52,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Mardy Fish,745
2005-05-02,53,BRA,https://www.atptour.com/en/~/media/images/flags/bra.svg,Ricardo Mello,738
2005-05-02,54,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Fabrice Santoro,730
2005-05-02,55,DEN,https://www.atptour.com/en/~/media/images/flags/den.svg,Kenneth Carlsen,720
2005-05-02,56,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Fernando Verdasco,685
2005-05-02,57,KOR,https://www.atptour.com/en/~/media/images/flags/kor.svg,Hyung-Taik Lee,681
2005-05-02,58,PER,https://www.atptour.com/en/~/media/images/flags/per.svg,Luis Horna,669
2005-05-02,59,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Richard Gasquet,637
2005-05-02,60,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Tomas Zib,631
2005-05-02,61,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Potito Starace,616
2005-05-02,62,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Alberto Martin,614
2005-05-02,63,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Rainer Schuettler,600
2005-05-02,64,CRO,https://www.atptour.com/en/~/media/images/flags/cro.svg,Ivo Karlovic,585
2005-05-02,65,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Kevin Kim,571
2005-05-02,66,BEL,https://www.atptour.com/en/~/media/images/flags/bel.svg,Christophe Rochus,569
2005-05-02,67,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Paul-Henri Mathieu,566
2005-05-02,68,LUX,https://www.atptour.com/en/~/media/images/flags/lux.svg,Gilles Muller,566
2005-05-02,69,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Juan Monaco,565
2005-05-02,70,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Jose Acasuso,561
2005-05-02,71,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Santiago Ventura,546
2005-05-02,72,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Robby Ginepri,545
2005-05-02,73,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Philipp Kohlschreiber,538
2005-05-02,74,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Guillermo Garcia-Lopez,535
2005-05-02,75,AUT,https://www.atptour.com/en/~/media/images/flags/aut.svg,Stefan Koubek,513
2005-05-02,76,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Davide Sanguinetti,513
2005-05-02,77,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Jan Hernych,512
2005-05-02,78,NED,https://www.atptour.com/en/~/media/images/flags/ned.svg,Peter Wessels,506
2005-05-02,79,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Gael Monfils,495
2005-05-02,80,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Felix Mantilla,491
2005-05-02,81,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Wayne Arthurs,488
2005-05-02,82,NED,https://www.atptour.com/en/~/media/images/flags/ned.svg,Sjeng Schalken,480
2005-05-02,83,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Alex Calatrava,473
2005-05-02,84,ARM,https://www.atptour.com/en/~/media/images/flags/arm.svg,Sargis Sargsian,466
2005-05-02,85,ROU,https://www.atptour.com/en/~/media/images/flags/rou.svg,Victor Hanescu,465
2005-05-02,86,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Oscar Hernandez,465
2005-05-02,87,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Jerome Haehnel,459
2005-05-02,88,NED,https://www.atptour.com/en/~/media/images/flags/ned.svg,Raemon Sluiter,457
2005-05-02,89,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Tomas Behrend,454
2005-05-02,90,SRB,https://www.atptour.com/en/~/media/images/flags/srb.svg,Janko Tipsarevic,453
2005-05-02,91,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Lars Burgsmuller,453
2005-05-02,92,CYP,https://www.atptour.com/en/~/media/images/flags/cyp.svg,Marcos Baghdatis,450
2005-05-02,93,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Jiri Vanek,447
2005-05-02,94,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Michal Tabara,442
2005-05-02,95,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Edgardo Massa,438
2005-05-02,96,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Julien Benneteau,426
2005-05-02,97,MON,https://www.atptour.com/en/~/media/images/flags/mon.svg,Jean-Rene Lisnard,422
2005-05-02,98,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Alessio Di Mauro,421
2005-05-02,99,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,Stan Wawrinka,421
2005-05-02,100,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Jonas Bjorkman,420
