Date,Rank,Country,Image,Player,Points
1981-04-27,1,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Bjorn Borg,0
1981-04-27,2,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,John McEnroe,0
1981-04-27,3,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Jimmy Connors,0
1981-04-27,4,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Gene Mayer,0
1981-04-27,5,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Guillermo Vilas,0
1981-04-27,6,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Ivan Lendl,0
1981-04-27,7,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Harold Solomon,0
1981-04-27,8,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Roscoe Tanner,0
1981-04-27,9,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Jose-Luis Clerc,0
1981-04-27,10,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Vitas Gerulaitis,0
1981-04-27,11,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Eliot Teltscher,0
1981-04-27,12,POL,https://www.atptour.com/en/~/media/images/flags/pol.svg,Wojtek Fibak,0
1981-04-27,13,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Yannick Noah,0
1981-04-27,14,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Brian Gottfried,0
1981-04-27,15,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Brian Teacher,0
1981-04-27,16,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Johan Kriek,0
1981-04-27,17,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Adriano Panatta,0
1981-04-27,18,HUN,https://www.atptour.com/en/~/media/images/flags/hun.svg,Balazs Taroczy,0
1981-04-27,19,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Eddie Dibbs,0
1981-04-27,20,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Peter McNamara,0
1981-04-27,21,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Tomas Smid,0
1981-04-27,22,PAR,https://www.atptour.com/en/~/media/images/flags/par.svg,Victor Pecci,0
1981-04-27,23,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Kim Warwick,0
1981-04-27,24,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Robert Lutz,0
1981-04-27,25,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Jose Higueras,0
1981-04-27,26,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,John Sadri,0
1981-04-27,27,IND,https://www.atptour.com/en/~/media/images/flags/ind.svg,Vijay Amritraj,0
1981-04-27,28,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Mel Purcell,0
1981-04-27,29,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Paul McNamee,0
1981-04-27,30,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Sammy Giammalva Jr.,0
1981-04-27,31,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Corrado Barazzutti,0
1981-04-27,32,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Rolf Gehring,0
1981-04-27,33,CHI,https://www.atptour.com/en/~/media/images/flags/chi.svg,Hans Gildemeister,0
1981-04-27,34,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Fritz Buehning,0
1981-04-27,35,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Sandy Mayer,0
1981-04-27,36,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Stan Smith,0
1981-04-27,37,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Terry Moor,0
1981-04-27,38,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Bill Scanlon,0
1981-04-27,39,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Tom Gullikson,0
1981-04-27,40,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Victor Amaya,0
1981-04-27,41,MEX,https://www.atptour.com/en/~/media/images/flags/mex.svg,Raul Ramirez,0
1981-04-27,42,BRA,https://www.atptour.com/en/~/media/images/flags/bra.svg,Carlos Kirmayr,0
1981-04-27,43,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Kevin Curren,0
1981-04-27,44,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,Heinz Gunthardt,0
1981-04-27,45,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Pascal Portes,0
1981-04-27,46,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Vincent Van Patten,0
1981-04-27,47,BOL,https://www.atptour.com/en/~/media/images/flags/bol.svg,Mario Martinez,0
1981-04-27,48,GBR,https://www.atptour.com/en/~/media/images/flags/gbr.svg,Buster C. Mottram,0
1981-04-27,49,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Trey Waltke,0
1981-04-27,50,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Phil Dent,0
1981-04-27,51,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Pat Dupre,0
1981-04-27,52,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Manuel Orantes,0
1981-04-27,53,BRA,https://www.atptour.com/en/~/media/images/flags/bra.svg,Thomaz Koch,0
1981-04-27,54,ECU,https://www.atptour.com/en/~/media/images/flags/ecu.svg,Andres Gomez,0
1981-04-27,55,ISR,https://www.atptour.com/en/~/media/images/flags/isr.svg,Shlomo Glickstein,0
1981-04-27,56,NZL,https://www.atptour.com/en/~/media/images/flags/nzl.svg,Chris Lewis,0
1981-04-27,57,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Gianni Ocleppo,0
1981-04-27,58,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,John Austin,0
1981-04-27,59,IND,https://www.atptour.com/en/~/media/images/flags/ind.svg,Ramesh Krishnan,0
1981-04-27,60,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Ricardo Cano,0
1981-04-27,61T,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Peter Fleming,0
1981-04-27,61T,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Butch Walts,0
1981-04-27,63,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Peter Rennert,0
1981-04-27,64T,ROU,https://www.atptour.com/en/~/media/images/flags/rou.svg,Ilie Nastase,0
1981-04-27,64T,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Pavel Slozil,0
1981-04-27,66,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Tim Gullikson,0
1981-04-27,67,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Thierry Tulasne,0
1981-04-27,68,BRA,https://www.atptour.com/en/~/media/images/flags/bra.svg,Marcos Hocevar,0
1981-04-27,69,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Nick Saviano,0
1981-04-27,70,URU,https://www.atptour.com/en/~/media/images/flags/uru.svg,Jose Luis Damiani,0
1981-04-27,71,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Christophe Roger-Vasselin,0
1981-04-27,72T,PAR,https://www.atptour.com/en/~/media/images/flags/par.svg,Francisco Gonzalez,0
1981-04-27,72T,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Bruce Manson,0
1981-04-27,74,RSA,https://www.atptour.com/en/~/media/images/flags/rsa.svg,Bernard Mitton,0
1981-04-27,75,ECU,https://www.atptour.com/en/~/media/images/flags/ecu.svg,Ricardo Ycaza,0
1981-04-27,76,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Mark Edmondson,0
