Date,Rank,Country,Image,Player,Points
1980-03-03,1,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,John McEnroe,0
1980-03-03,2,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Bjorn Borg,0
1980-03-03,3,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Jimmy Connors,0
1980-03-03,4,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Vitas Gerulaitis,0
1980-03-03,5,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Guillermo Vilas,0
1980-03-03,6,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Roscoe Tanner,0
1980-03-03,7,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Jose Higueras,0
1980-03-03,8,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Gene Mayer,0
1980-03-03,9,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Harold Solomon,0
1980-03-03,10,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Eddie Dibbs,0
1980-03-03,11,PAR,https://www.atptour.com/en/~/media/images/flags/par.svg,Victor Pecci,0
1980-03-03,12,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Peter Fleming,0
1980-03-03,13,CHI,https://www.atptour.com/en/~/media/images/flags/chi.svg,Hans Gildemeister,0
1980-03-03,14,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Manuel Orantes,0
1980-03-03,15,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Jose-Luis Clerc,0
1980-03-03,16,POL,https://www.atptour.com/en/~/media/images/flags/pol.svg,Wojtek Fibak,0
1980-03-03,17,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Pat Dupre,0
1980-03-03,18,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,John Alexander,0
1980-03-03,19,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,John Sadri,0
1980-03-03,20,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Stan Smith,0
1980-03-03,21,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Brian Gottfried,0
1980-03-03,22,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Ivan Lendl,0
1980-03-03,23,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Ulrich Pinner,0
1980-03-03,24,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Victor Amaya,0
1980-03-03,25,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Tim Gullikson,0
1980-03-03,26,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Eliot Teltscher,0
1980-03-03,27,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Adriano Panatta,0
1980-03-03,28,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Yannick Noah,0
1980-03-03,29,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Tomas Smid,0
1980-03-03,30,IND,https://www.atptour.com/en/~/media/images/flags/ind.svg,Vijay Amritraj,0
1980-03-03,31,MEX,https://www.atptour.com/en/~/media/images/flags/mex.svg,Raul Ramirez,0
1980-03-03,32,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Corrado Barazzutti,0
1980-03-03,33,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Gianni Ocleppo,0
1980-03-03,34,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Henry Pfister,0
1980-03-03,35,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Bill Scanlon,0
1980-03-03,36,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Johan Kriek,0
1980-03-03,37,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Arthur Ashe,0
1980-03-03,38,GBR,https://www.atptour.com/en/~/media/images/flags/gbr.svg,Buster C. Mottram,0
1980-03-03,39,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Robert Lutz,0
1980-03-03,40,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Marty Riessen,0
1980-03-03,41,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Brian Teacher,0
1980-03-03,42,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Phil Dent,0
1980-03-03,43,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Terry Moor,0
1980-03-03,44,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Butch Walts,0
1980-03-03,45,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Vincent Van Patten,0
1980-03-03,46,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Peter Rennert,0
1980-03-03,47,HUN,https://www.atptour.com/en/~/media/images/flags/hun.svg,Balazs Taroczy,0
1980-03-03,48,RSA,https://www.atptour.com/en/~/media/images/flags/rsa.svg,Bernard Mitton,0
1980-03-03,49,ZIM,https://www.atptour.com/en/~/media/images/flags/zim.svg,Andrew Pattison,0
1980-03-03,50,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Peter McNamara,0
1980-03-03,51,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Kim Warwick,0
1980-03-03,52,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,Heinz Gunthardt,0
1980-03-03,53,ECU,https://www.atptour.com/en/~/media/images/flags/ecu.svg,Andres Gomez,0
1980-03-03,54,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Rolf Gehring,0
1980-03-03,55,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Tom Gorman,0
1980-03-03,56,BRA,https://www.atptour.com/en/~/media/images/flags/bra.svg,Carlos Kirmayr,0
1980-03-03,57,AUT,https://www.atptour.com/en/~/media/images/flags/aut.svg,Peter Feigl,0
1980-03-03,58,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Colin Dibley,0
1980-03-03,59T,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Rod Frawley,0
1980-03-03,59T,NED,https://www.atptour.com/en/~/media/images/flags/ned.svg,Tom Okker,0
1980-03-03,61,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Christofer Delaney,0
1980-03-03,62,ROU,https://www.atptour.com/en/~/media/images/flags/rou.svg,Ilie Nastase,0
1980-03-03,63,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Paul McNamee,0
1980-03-03,64,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Patrice Dominguez,0
1980-03-03,65,ISR,https://www.atptour.com/en/~/media/images/flags/isr.svg,Shlomo Glickstein,0
1980-03-03,66,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Geoff Masters,0
1980-03-03,67,NZL,https://www.atptour.com/en/~/media/images/flags/nzl.svg,Chris Lewis,0
1980-03-03,68,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Erik Van Dillen,0
1980-03-03,69,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Jean-Louis Haillet,0
1980-03-03,70,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Jean-Francois Caujolle,0
1980-03-03,71,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Pavel Slozil,0
1980-03-03,72,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Fritz Buehning,0
1980-03-03,73T,GBR,https://www.atptour.com/en/~/media/images/flags/gbr.svg,Mark Cox,0
1980-03-03,73T,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Dick Stockton,0
1980-03-03,75,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Mark Edmondson,0
1980-03-03,76,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Tim Wilkison,0
1980-03-03,77,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Trey Waltke,0
1980-03-03,78,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Charles Owens,0
1980-03-03,79T,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Dominique Bedel,0
1980-03-03,79T,CHI,https://www.atptour.com/en/~/media/images/flags/chi.svg,Alejandro Pierola,0
1980-03-03,81T,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Stanislav Birner,0
1980-03-03,81T,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Sandy Mayer,0
1980-03-03,83T,BRA,https://www.atptour.com/en/~/media/images/flags/bra.svg,Thomaz Koch,0
1980-03-03,83T,COL,https://www.atptour.com/en/~/media/images/flags/col.svg,Jairo Velasco Sr,0
1980-03-03,85T,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Ross Case,0
1980-03-03,85T,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Robert Van't Hof,0
1980-03-03,87,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Billy Martin,0
1980-03-03,88,PAR,https://www.atptour.com/en/~/media/images/flags/par.svg,Francisco Gonzalez,0
1980-03-03,89,RSA,https://www.atptour.com/en/~/media/images/flags/rsa.svg,Robert Trogolo,0
1980-03-03,90T,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Tom Gullikson,0
1980-03-03,90T,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Fernando Luna,0
1980-03-03,92,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,David Carter,0
