Date,Rank,Country,Image,Player,Points
1992-11-23,1,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Jim Courier,0
1992-11-23,2,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Stefan Edberg,0
1992-11-23,3,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Pete Sampras,0
1992-11-23,4,CRO,https://www.atptour.com/en/~/media/images/flags/cro.svg,Goran Ivanisevic,0
1992-11-23,5,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Boris Becker,0
1992-11-23,6,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Michael Chang,0
1992-11-23,7,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Petr Korda,0
1992-11-23,8,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Ivan Lendl,0
1992-11-23,9,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Andre Agassi,0
1992-11-23,10,NED,https://www.atptour.com/en/~/media/images/flags/ned.svg,Richard Krajicek,0
1992-11-23,11,RSA,https://www.atptour.com/en/~/media/images/flags/rsa.svg,Wayne Ferreira,0
1992-11-23,12,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Guy Forget,0
1992-11-23,13,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,MaliVai Washington,0
1992-11-23,14,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Carlos Costa,0
1992-11-23,15,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Michael Stich,0
1992-11-23,16,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Sergi Bruguera,0
1992-11-23,17,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Alexander Volkov,0
1992-11-23,18,AUT,https://www.atptour.com/en/~/media/images/flags/aut.svg,Thomas Muster,0
1992-11-23,19,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Henrik Holm,0
1992-11-23,20,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,John McEnroe,0
1992-11-23,21,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Emilio Sanchez,0
1992-11-23,22,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Francisco Clavet,0
1992-11-23,23,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Karel Novacek,0
