Date,Rank,Country,Image,Player,Points
2008-04-21,1,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,Roger Federer,6425
2008-04-21,2,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Rafael Nadal,5455
2008-04-21,3,SRB,https://www.atptour.com/en/~/media/images/flags/srb.svg,Novak Djokovic,4725
2008-04-21,4,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Nikolay Davydenko,3290
2008-04-21,5,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,David Ferrer,2620
2008-04-21,6,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Andy Roddick,2320
2008-04-21,7,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,David Nalbandian,2035
2008-04-21,8,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,James Blake,2020
2008-04-21,9,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Richard Gasquet,1755
2008-04-21,10,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Tomas Berdych,1690
2008-04-21,11,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Mikhail Youzhny,1600
2008-04-21,12,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Paul-Henri Mathieu,1555
2008-04-21,13,CYP,https://www.atptour.com/en/~/media/images/flags/cyp.svg,Marcos Baghdatis,1490
2008-04-21,14,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Carlos Moya,1460
2008-04-21,15,CHI,https://www.atptour.com/en/~/media/images/flags/chi.svg,Fernando Gonzalez,1459
2008-04-21,16,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Jo-Wilfried Tsonga,1440
2008-04-21,17,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Juan Monaco,1440
2008-04-21,18,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Tommy Robredo,1400
2008-04-21,19,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Lleyton Hewitt,1390
2008-04-21,20,GBR,https://www.atptour.com/en/~/media/images/flags/gbr.svg,Andy Murray,1330
2008-04-21,21,CRO,https://www.atptour.com/en/~/media/images/flags/cro.svg,Ivo Karlovic,1300
2008-04-21,22,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Guillermo Canas,1225
2008-04-21,23,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Nicolas Almagro,1220
2008-04-21,24,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Juan Carlos Ferrero,1165
2008-04-21,25,FIN,https://www.atptour.com/en/~/media/images/flags/fin.svg,Jarkko Nieminen,1160
2008-04-21,26,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Radek Stepanek,1115
2008-04-21,27,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Fernando Verdasco,1105
2008-04-21,28,SUI,https://www.atptour.com/en/~/media/images/flags/sui.svg,Stan Wawrinka,1100
2008-04-21,29,CRO,https://www.atptour.com/en/~/media/images/flags/cro.svg,Ivan Ljubicic,1070
2008-04-21,30,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Dmitry Tursunov,1068
2008-04-21,31,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Philipp Kohlschreiber,1060
2008-04-21,32,RUS,https://www.atptour.com/en/~/media/images/flags/rus.svg,Igor Andreev,1055
2008-04-21,33,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Gilles Simon,950
2008-04-21,34,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Feliciano Lopez,935
2008-04-21,35,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Tommy Haas,895
2008-04-21,36,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Juan Ignacio Chela,895
2008-04-21,37,SRB,https://www.atptour.com/en/~/media/images/flags/srb.svg,Janko Tipsarevic,878
2008-04-21,38,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Mardy Fish,835
2008-04-21,39,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Potito Starace,830
2008-04-21,40,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Jose Acasuso,826
2008-04-21,41,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Michael Llodra,823
2008-04-21,42,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Filippo Volandri,786
2008-04-21,43,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Nicolas Mahut,776
2008-04-21,44,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Nicolas Kiefer,745
2008-04-21,45,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Andreas Seppi,723
2008-04-21,46,BEL,https://www.atptour.com/en/~/media/images/flags/bel.svg,Steve Darcis,723
2008-04-21,47,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Fabrice Santoro,722
2008-04-21,48,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Agustin Calleri,720
2008-04-21,49,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Robin Soderling,720
2008-04-21,50,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Sam Querrey,710
2008-04-21,51,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Sebastien Grosjean,701
2008-04-21,52,CRO,https://www.atptour.com/en/~/media/images/flags/cro.svg,Marin Cilic,696
2008-04-21,53,KOR,https://www.atptour.com/en/~/media/images/flags/kor.svg,Hyung-Taik Lee,652
2008-04-21,54,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Marcel Granollers,648
2008-04-21,55,CRO,https://www.atptour.com/en/~/media/images/flags/cro.svg,Mario Ancic,640
2008-04-21,56,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Marc Gicquel,635
2008-04-21,57,NED,https://www.atptour.com/en/~/media/images/flags/ned.svg,Robin Haase,613
2008-04-21,58,ISR,https://www.atptour.com/en/~/media/images/flags/isr.svg,Dudi Sela,603
2008-04-21,59,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Thomas Johansson,593
2008-04-21,60,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Oscar Hernandez,592
2008-04-21,61,ESP,https://www.atptour.com/en/~/media/images/flags/esp.svg,Albert Montanes,591
2008-04-21,62,SWE,https://www.atptour.com/en/~/media/images/flags/swe.svg,Jonas Bjorkman,590
2008-04-21,63,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Julien Benneteau,589
2008-04-21,64,FRA,https://www.atptour.com/en/~/media/images/flags/fra.svg,Gael Monfils,587
2008-04-21,65,AUT,https://www.atptour.com/en/~/media/images/flags/aut.svg,Stefan Koubek,578
2008-04-21,66,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Simone Bolelli,566
2008-04-21,67,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Michael Berrer,552
2008-04-21,68,AUS,https://www.atptour.com/en/~/media/images/flags/aus.svg,Chris Guccione,544
2008-04-21,69,ROU,https://www.atptour.com/en/~/media/images/flags/rou.svg,Victor Hanescu,532
2008-04-21,70,CZE,https://www.atptour.com/en/~/media/images/flags/cze.svg,Ivo Minar,528
2008-04-21,71,AUT,https://www.atptour.com/en/~/media/images/flags/aut.svg,Jurgen Melzer,524
2008-04-21,72,GER,https://www.atptour.com/en/~/media/images/flags/ger.svg,Mischa Zverev,518
2008-04-21,73,USA,https://www.atptour.com/en/~/media/images/flags/usa.svg,Donald Young,516
2008-04-21,74,ITA,https://www.atptour.com/en/~/media/images/flags/ita.svg,Fabio Fognini,514
2008-04-21,75,ARG,https://www.atptour.com/en/~/media/images/flags/arg.svg,Juan Martin del Potro,505
