Date,Tournament,Sets,Surface,Rd,Rk,vRk,W,tRk,vtRk,WP,LP,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,TP,Aces,DFs,SP,1SP,2SP,vA,Time
9-Jan-1981,Davis Cup AME SF: VEN vs CAR,3,Hard,RR,,,0,,,Jorge Andrew,Compton Russell,6-4 6-2 6-3,,,,,,,,,,,,,,,,,,,,,
9-Jan-1981,Davis Cup AME SF: VEN vs CAR,3,Hard,RR,,,0,,,Carlos Claverie,Compton Russell,6-2 7-5,,,,,,,,,,,,,,,,,,,,,
12-Dec-1973,Kingston,3,Hard,R16,,,0,,,Tico Carrero,Compton Russell,7-6 6-4,,,,,,,,,,,,,,,,,,,,,
13-Dec-1972,Kingston,3,Hard,R16,,,0,,,Bjorn Borg,Compton Russell,6-4 6-3,,,,,,,,,,,,,,,,,,,,,
20-Mar-1972,Davis Cup AME SF: CAR vs USA,3,Carpet,RR,,,0,,,Tom Gorman,Compton Russell,6-1 6-4 6-3,,,,,,,,,,,,,,,,,,,,,
31-May-1971,Manchester,3,Grass,R128,,,0,,,Alvin Gardiner,Compton Russell,6-2 9-7,,,,,,,,,,,,,,,,,,,,,
14-Apr-1971,Jacksonville,3,Clay,R32,,,0,,,Lex Hester,Compton Russell,W/O,,,,,,,,,,,,,,,,,,,,,
1-Jun-1970,Manchester,3,Grass,R64,,,0,,,Henry Hank Irvine,Compton Russell,6-3 6-4,,,,,,,,,,,,,,,,,,,,,
6-Apr-1970,Kingston,3,Hard,R16,,,0,,,Terry Addison,Compton Russell,6-4 6-1,,,,,,,,,,,,,,,,,,,,,
6-Apr-1970,Kingston,3,Hard,R32,,,1,,,Compton Russell,Octavio Piva,6-3 6-3,,,,,,,,,,,,,,,,,,,,,
24-Feb-1969,Kingston,3,Hard,R16,,,0,,,Bill Bowrey,Compton Russell,6-3 6-1,,,,,,,,,,,,,,,,,,,,,
26-Feb-1968,Kingston,3,Hard,R32,,,0,,,Istvan Gulyas,Compton Russell,6-0 6-2,,,,,,,,,,,,,,,,,,,,,
