Date,Tournament,Sets,Surface,Rd,Rk,vRk,W,tRk,vtRk,WP,LP,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,TP,Aces,DFs,SP,1SP,2SP,vA,Time
24-Feb-1969,Curacao,3,Hard,R16,,,0,,,Jorge Andrew,Iyo Pimentel,6-3 6-4,,,,,,,,,,,,,,,,,,,,,
1-May-1966,Davis Cup AME QF: VEN vs CAR,3,Hard,RR,,,1,,,Iyo Pimentel,Lance Lumsden,7-5 6-0 6-2,,,,,,,,,,,,,,,,,,,,,
1-May-1966,Davis Cup AME QF: VEN vs CAR,3,Hard,RR,,,0,,,Richard Russell,Iyo Pimentel,6-4 9-7 1-6 2-6 8-6,,,,,,,,,,,,,,,,,,,,,
22-Jun-1965,Wimbledon,5,Grass,R128,,,0,,,Roy Emerson,Iyo Pimentel,6-3 6-2 6-2,,,,,,,,,,,,,,,,,,,,,
17-May-1965,Roland Garros,5,Clay,R128,,,0,,,Giorgio Bologna,Iyo Pimentel,2-6 6-0 6-0 8-6,,,,,,,,,,,,,,,,,,,,,
2-Sep-1964,US Open,5,Grass,R128,,,0,,,Lenward Simpson,Iyo Pimentel,W/O,,,,,,,,,,,,,,,,,,,,,
22-Jun-1964,Wimbledon,5,Grass,R32,,,0,,,Jose Luis Arilla,Iyo Pimentel,6-4 6-4 5-7 6-4,,,,,,,,,,,,,,,,,,,,,
22-Jun-1964,Wimbledon,5,Grass,R64,,,1,,,Iyo Pimentel,Istvan Gulyas,7-5 6-8 2-6 8-6 6-3,,,,,,,,,,,,,,,,,,,,,
22-Jun-1964,Wimbledon,5,Grass,R128,,,1,,,Iyo Pimentel,Bill Hoogs Iv,6-4 2-6 7-5 6-4,,,,,,,,,,,,,,,,,,,,,
19-May-1964,Roland Garros,5,Clay,R32,,,0,,,Roy Emerson,Iyo Pimentel,6-0 6-3 6-2,,,,,,,,,,,,,,,,,,,,,
19-May-1964,Roland Garros,5,Clay,R64,,,1,,,Iyo Pimentel,Gerard Pilet,5-7 6-2 6-1 6-3,,,,,,,,,,,,,,,,,,,,,
13-Sep-1963,Davis Cup AME F: USA vs VEN,3,Hard,RR,,,0,,,Marty Riessen,Iyo Pimentel,8-6 6-4 6-4,,,,,,,,,,,,,,,,,,,,,
13-Sep-1963,Davis Cup AME F: USA vs VEN,3,Hard,RR,,,0,,,Dennis Ralston,Iyo Pimentel,18-16 9-7 6-4,,,,,,,,,,,,,,,,,,,,,
28-Jul-1963,Davis Cup AME SF: VEN vs ECU,3,Hard,RR,,,1,,,Iyo Pimentel,Pancho Guzman,6-2 6-1 6-0,,,,,,,,,,,,,,,,,,,,,
28-Jul-1963,Davis Cup AME SF: VEN vs ECU,3,Hard,RR,,,1,,,Iyo Pimentel,Eduardo Zuleta,6-3 6-2 6-1,,,,,,,,,,,,,,,,,,,,,
14-Nov-1962,Santiago,3,Clay,F,,,0,,,Dieter Ecklebe,Iyo Pimentel,7-5 6-0 6-4,,,,,,,,,,,,,,,,,,,,,
14-Nov-1962,Santiago,3,Clay,SF,,,1,,,Iyo Pimentel,Jaime Pinto Bravo,8-6 6-1 RET,,,,,,,,,,,,,,,,,,,,,
14-Nov-1962,Santiago,3,Clay,QF,,,1,,,Iyo Pimentel,Patricio Apey,6-3 6-2 6-2,,,,,,,,,,,,,,,,,,,,,
14-Nov-1962,Santiago,3,Clay,R16,,,1,,,Iyo Pimentel,Jose Luis Arilla,8-6 6-4 6-4,,,,,,,,,,,,,,,,,,,,,
29-Jul-1962,Hilversum,3,Clay,QF,,,0,,,Gordon Forbes,Iyo Pimentel,6-1 6-3,,,,,,,,,,,,,,,,,,,,,
