Date,Tournament,Sets,Surface,Rd,Rk,vRk,W,tRk,vtRk,WP,LP,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,Time
22-Aug-1976,Fed Cup WG ConR: MEX vs KOR,3,Carpet,RR,,,1,,,Jeong Soon Yang,Alejandra Vallejo,6-3 6-4,,,,,,,,,,,,,,
22-Aug-1976,Fed Cup WG ConR: NZL vs KOR,3,Carpet,RR,,,1,,,Jeong Soon Yang,Judy Chaloner,6-3 3-6 6-4,,,,,,,,,,,,,,
22-Aug-1976,Fed Cup WG ConR: ROU vs KOR,3,Carpet,RR,,,0,,,Virginia Ruzici,Jeong Soon Yang,6-1 6-1,,,,,,,,,,,,,,
22-Aug-1976,Fed Cup WG R1: KOR vs RSA,3,Carpet,RR,,,0,,,Annette Van Zyl,Jeong Soon Yang,6-2 4-6 6-2,,,,,,,,,,,,,,
21-May-1973,Roland Garros,5,Clay,R64,,,0,,,Sharon Walsh Pete,Jeong Soon Yang,7-6 6-4,,,,,,,,,,,,,,
7-May-1973,Stuttgart,3,Clay,R16,,,0,,,Mariana Simionescu,Jeong Soon Yang,6-3 6-4,,,,,,,,,,,,,,
7-May-1973,Stuttgart,3,Clay,R32,,,1,,,Jeong Soon Yang,Mimi Wikstedt,6-2 4-6 6-4,,,,,,,,,,,,,,
5-May-1973,Fed Cup WG ConR: SWE vs KOR,3,Clay,RR,,,0,,,Ingrid Bentzer,Jeong Soon Yang,3-6 6-2 6-3,,,,,,,,,,,,,,
4-May-1973,Fed Cup WG ConR: ESP vs KOR,3,Clay,RR,,,1,,,Jeong Soon Yang,Carmen Coronado,3-6 6-3 6-1,,,,,,,,,,,,,,
3-May-1973,Fed Cup WG ConR: BEL vs KOR,3,Clay,RR,,,1,,,Jeong Soon Yang,Michele Gurdal,3-6 8-6 6-4,,,,,,,,,,,,,,
3-May-1973,Fed Cup WG ConR: KOR vs SUI,3,Clay,RR,,,1,,,Jeong Soon Yang,Evagreth Emmenegger,6-3 7-5,,,,,,,,,,,,,,
2-May-1973,Fed Cup WG R2: USA vs KOR,3,Clay,RR,,,1,,,Jeong Soon Yang,Patti Hogan,6-3 6-4,,,,,,,,,,,,,,
30-Apr-1973,Fed Cup WG R1: NOR vs KOR,3,Clay,RR,,,1,,,Jeong Soon Yang,Ellen Grindvold,6-3 7-5,,,,,,,,,,,,,,
26-Dec-1972,Australian Open,5,Grass,R32,,,0,,2,Evonne Goolagong,Jeong Soon Yang,6-3 6-1,,,,,,,,,,,,,,
26-Dec-1972,Australian Open,5,Grass,R64,,,1,,,Jeong Soon Yang,Helen Crozier,6-2 6-4,,,,,,,,,,,,,,
18-Dec-1972,Hobart 2,3,Grass,QF,,,0,,,Margaret Tesch,Jeong Soon Yang,6-4 1-6 6-4,,,,,,,,,,,,,,
18-Dec-1972,Hobart 2,3,Grass,R16,,,1,,,Jeong Soon Yang,Glynis Coles,6-2 6-2,,,,,,,,,,,,,,
2-Nov-1970,Osaka,3,,QF,,,0,,,Kimiyo Hatanaka,Jeong Soon Yang,6-8 6-3 6-4,,,,,,,,,,,,,,
