Date,Tournament,Sets,Surface,Rd,Rk,vRk,W,tRk,vtRk,WP,LP,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,Time
26-Feb-2024,San Diego,3,Hard,Q1,86,440,0,1,,Marina Melnikova,Jodie Burrage,6-1 7-6(2),0.78,3.1%,1.5%,56.9%,59.5%,28.6%,61.5% (8/13),44.1%,42.3%,2.8%,26.1%,72.0%,33.3% (3/9),1:32
29-Jan-2024,Linz,3,Hard,QF,102,12,0,Q,1,Jelena Ostapenko,Jodie Burrage,6-1 6-2,0.58,2.2%,8.7%,43.5%,45.0%,34.6%,44.4% (4/9),37.0%,35.2%,7.4%,24.1%,48.0%,25.0% (1/4),1:10
29-Jan-2024,Linz,3,Hard,R16,102,89,1,Q,LL,Jodie Burrage,Jaqueline Cristian,6-3 7-6(5),1.16,10.0%,1.4%,68.6%,77.1%,45.5%,75.0% (3/4),53.4%,38.1%,3.2%,23.3%,70.0%,60.0% (3/5),1:34
29-Jan-2024,Linz,3,Hard,R32,102,46,1,Q,7,Jodie Burrage,Varvara Gracheva,6-4 6-0,1.69,11.3%,1.9%,69.8%,73.0%,50.0%,80.0% (4/5),62.0%,57.4%,0.0%,51.7%,66.7%,83.3% (5/6),1:07
29-Jan-2024,Linz,3,Hard,Q2,102,132,1,9,,Jodie Burrage,Anna Lena Friedsam,5-7 6-3 6-2,1.07,11.6%,1.2%,57.0%,75.5%,48.6%,71.4% (5/7),50.8%,38.7%,3.2%,31.8%,55.6%,41.7% (5/12),2:17
29-Jan-2024,Linz,3,Hard,Q1,102,112,1,9,,Jodie Burrage,Emiliana Arango,6-1 6-4,1.39,6.9%,5.2%,67.2%,74.4%,31.6%,77.8% (7/9),57.8%,55.2%,0.0%,48.9%,76.9%,45.5% (5/11),1:16
15-Jan-2024,Australian Open,5,Hard,R128,102,80,0,,,Tamara Korpatsch,Jodie Burrage,2-6 6-3 6-0,0.92,6.0%,6.0%,76.1%,56.9%,43.8%,44.4% (4/9),47.7%,42.7%,0.0%,41.7%,44.1%,50.0% (3/6),1:48
8-Jan-2024,Hobart,3,Hard,Q1,102,79,0,,9,Camila Osorio,Jodie Burrage,6-3 6-4,0.67,3.6%,7.1%,55.4%,58.1%,32.0%,37.5% (3/8),41.3%,35.8%,0.0%,21.9%,57.1%,60.0% (3/5),1:25
1-Jan-2024,Canberra 125,3,Hard,R16,99,118,0,4,,Anna Bondar,Jodie Burrage,6-4 3-6 6-3,1.15,8.2%,4.1%,69.9%,70.6%,54.5%,40.0% (2/5),50.0%,39.4%,8.3%,21.3%,62.5%,15.4% (2/13),2:06
1-Jan-2024,Canberra 125,3,Hard,R32,99,126,1,4,,Jodie Burrage,Astra Sharma,6-2 6-4,1.90,6.1%,4.1%,53.1%,88.5%,65.2%,100.0% (1/1),59.2%,42.6%,7.4%,37.9%,48.0%,75.0% (3/4),1:12
10-Nov-2023,BJK Cup Playoffs,3,Hard,RR,93,372,0,,,Kajsa Rinaldo Persson,Jodie Burrage,6-4 6-1,0.74,3.4%,1.7%,61.0%,41.7%,47.8%,33.3% (3/9),42.7%,41.2%,0.0%,32.3%,55.0%,100.0% (2/2),
16-Oct-2023,Cluj Napoca,3,Hard,R16,89,105,0,8,,Tamara Korpatsch,Jodie Burrage,2-6 6-2 7-6(5),0.97,5.7%,2.3%,56.3%,49.0%,44.7%,46.2% (6/13),49.2%,51.1%,1.1%,45.0%,62.5%,63.6% (7/11),2:10
16-Oct-2023,Cluj Napoca,3,Hard,R32,89,200,1,8,,Jodie Burrage,Ankita Raina,6-0 6-2,1.81,9.5%,2.4%,50.0%,71.4%,52.4%,71.4% (5/7),65.5%,69.0%,0.0%,74.1%,60.0%,63.6% (7/11),1:02
9-Oct-2023,Rouen 125,3,Hard,QF,91,166,0,4,Q,Erika Andreeva,Jodie Burrage,6-4 6-2,0.58,1.6%,3.2%,46.8%,69.0%,39.4%,50.0% (4/8),41.8%,27.1%,2.1%,17.2%,42.1%,50.0% (1/2),1:26
9-Oct-2023,Rouen 125,3,Hard,R16,91,213,1,4,WC,Jodie Burrage,Alice Robbe,6-1 6-3,2.14,4.4%,2.2%,64.4%,75.9%,68.8%,50.0% (1/2),64.4%,57.1%,0.0%,59.0%,52.9%,41.7% (5/12),1:06
9-Oct-2023,Rouen 125,3,Hard,R32,91,152,1,4,,Jodie Burrage,Daria Snigur,6-3 6-3,1.63,21.2%,3.8%,69.2%,80.6%,43.8%,50.0% (1/2),58.5%,50.0%,1.5%,49.0%,53.3%,44.4% (4/9),1:11
2-Oct-2023,Beijing,3,Hard,Q1,92,75,0,,10,Yulia Putintseva,Jodie Burrage,6-3 6-3,0.81,3.0%,10.4%,50.7%,61.8%,36.4%,61.5% (8/13),44.8%,41.0%,1.3%,40.0%,43.5%,33.3% (2/6),1:42
25-Sep-2023,Ningbo,3,Hard,R32,91,107,0,Q,,Tamara Korpatsch,Jodie Burrage,6-2 7-6(1),0.74,1.3%,9.3%,60.0%,55.6%,30.0%,53.8% (7/13),43.3%,40.7%,1.7%,34.4%,48.1%,100.0% (4/4),1:38
25-Sep-2023,Ningbo,3,Hard,Q2,91,215,1,1,11,Jodie Burrage,Jana Kolodynska,3-6 6-1 6-4,1.11,1.2%,9.3%,55.8%,64.6%,52.6%,57.1% (4/7),52.8%,45.2%,5.5%,34.4%,53.7%,71.4% (5/7),1:56
25-Sep-2023,Ningbo,3,Hard,Q1,91,463,1,1,,Jodie Burrage,Jia Jing Lu,6-4 6-1,1.19,6.7%,5.0%,58.3%,71.4%,52.0%,100.0% (6/6),53.9%,43.6%,3.6%,28.6%,59.3%,42.9% (3/7),1:27
18-Sep-2023,Guangzhou,3,Hard,R32,91,27,0,,1,Magda Linette,Jodie Burrage,6-7(3) 6-0 6-2,0.76,6.2%,0.0%,63.0%,60.8%,40.0%,41.7% (5/12),44.0%,35.6%,4.6%,37.1%,29.4%,40.0% (2/5),2:20
28-Aug-2023,US Open,5,Hard,R64,96,2,0,,2,Aryna Sabalenka,Jodie Burrage,6-3 6-2,0.75,2.2%,2.2%,55.6%,68.0%,50.0%,25.0% (1/4),43.1%,29.8%,12.3%,6.9%,53.6%,0.0% (0/2),1:14
28-Aug-2023,US Open,5,Hard,R128,96,38,1,,,Jodie Burrage,Anna Blinkova,6-3 6-4,1.38,16.1%,3.6%,57.1%,81.3%,62.5%,- (0/0),55.5%,37.0%,13.0%,29.2%,43.3%,66.7% (2/3),1:16
21-Aug-2023,Chicago 125,3,Hard,R32,96,782,0,,Q,Quinn Gleason,Jodie Burrage,5-7 6-3 7-6(4),0.96,4.8%,7.6%,53.3%,55.4%,46.9%,33.3% (4/12),49.1%,46.8%,3.7%,41.9%,57.1%,46.7% (7/15),2:55
14-Aug-2023,Stanford 125,3,Hard,QF,101,191,0,,,Moyuka Uchijima,Jodie Burrage,6-4 4-6 6-4,0.94,3.7%,7.3%,61.0%,72.0%,46.9%,20.0% (1/5),48.5%,35.6%,5.7%,25.5%,50.0%,50.0% (3/6),1:50
