Date,Tournament,Sets,Surface,Rd,Rk,vRk,W,tRk,vtRk,WP,LP,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,Time
9-Aug-1982,Baltimore,3,,QF,,,0,,,Phyllis Blackwell,Lisa Sassano,6-1 6-3,,,,,,,,,,,,,,
2-Aug-1982,Indianapolis,3,Clay,Q2,,,0,,,Shelley Solomon,Lisa Sassano,6-0 6-3,,,,,,,,,,,,,,
2-Aug-1982,Indianapolis,3,Clay,Q1,,,1,,,Lisa Sassano,Helena Manset,6-1 6-4,,,,,,,,,,,,,,
5-Jul-1982,Oklahoma City,3,Hard,R32,,,0,,,Louise Allen,Lisa Sassano,6-2 6-1,,,,,,,,,,,,,,
28-Jun-1982,Warrensville Heights,3,Hard,R32,,,0,,,Phyllis Blackwell,Lisa Sassano,6-2 6-4,,,,,,,,,,,,,,
21-Jun-1982,Lakewood,3,Hard,R16,,,0,,,Caryn Copeland Wilson,Lisa Sassano,7-5 2-6 6-3,,,,,,,,,,,,,,
21-Jun-1982,Lakewood,3,Hard,R32,,,1,,,Lisa Sassano,Jan Blackstad,6-3 6-1,,,,,,,,,,,,,,
13-Oct-1980,Deerfield Beach,3,Hard,Q2,,,0,,,Zenda Liess,Lisa Sassano,6-4 6-7 7-6,,,,,,,,,,,,,,
13-Oct-1980,Deerfield Beach,3,Hard,Q1,,,1,,,Lisa Sassano,Cathleen Farrell,5-7 6-1 6-2,,,,,,,,,,,,,,
