Date,Tournament,Sets,Surface,Rd,Rk,vRk,W,tRk,vtRk,WP,LP,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,TPW,RPW,vA%,v1st%,v2nd%,BPCnv,Time
2-Aug-2021,Concord,3,Hard,R16,126,86,0,,4,Vera Zvonareva,Varvara Lepchenko,6-3 6-4,0.83,0.0%,3.7%,63.0%,50.0%,55.0%,20.0% (1/5),44.9%,39.7%,0.0%,31.1%,53.6%,28.6% (2/7),1:30
2-Aug-2021,Concord,3,Hard,R32,126,178,1,,,Varvara Lepchenko,Tatjana Maria,6-0 6-3,2.54,5.4%,8.1%,56.8%,85.7%,68.8%,- (0/0),64.8%,54.9%,2.0%,51.6%,60.0%,45.5% (5/11),0:54
26-Jul-2021,Charleston 125K,3,Clay,F,152,229,1,4,,Varvara Lepchenko,Jamie Loeb,7-6(4) 4-6 6-4,1.02,5.2%,2.6%,72.2%,57.8%,50.0%,45.5% (5/11),50.7%,45.3%,5.7%,33.3%,56.4%,66.7% (6/9),2:59
26-Jul-2021,Charleston 125K,3,Clay,SF,152,94,1,4,2,Varvara Lepchenko,Lauren Davis,7-5 6-3,1.25,0.0%,3.9%,62.3%,66.7%,62.1%,80.0% (4/5),54.7%,43.7%,0.0%,37.5%,56.5%,30.0% (3/10),2:02
26-Jul-2021,Charleston 125K,3,Clay,QF,152,285,1,4,,Varvara Lepchenko,Hanna Chang,6-1 6-1,2.24,12.5%,0.0%,70.0%,82.1%,58.3%,100.0% (2/2),65.4%,56.1%,0.0%,53.8%,60.0%,55.6% (5/9),0:57
26-Jul-2021,Charleston 125K,3,Clay,R16,152,544,1,4,,Varvara Lepchenko,Tori Kinard,6-2 6-3,1.54,12.8%,8.5%,70.2%,75.8%,35.7%,60.0% (3/5),59.3%,55.7%,1.6%,47.7%,76.5%,75.0% (6/8),1:22
26-Jul-2021,Charleston 125K,3,Clay,R32,152,297,1,4,SR,Varvara Lepchenko,Carol Zhao,6-1 7-5,1.83,12.8%,0.0%,70.2%,81.8%,42.9%,33.3% (1/3),61.8%,54.5%,1.8%,48.6%,66.7%,60.0% (6/10),1:19
19-Jul-2021,Gdynia,3,Clay,R16,154,208,0,,Q,Ekaterine Gorgodze,Varvara Lepchenko,7-6(5) 6-2,0.65,0.0%,3.0%,75.8%,52.0%,56.3%,33.3% (2/6),42.6%,30.4%,1.8%,26.1%,50.0%,66.7% (2/3),1:33
19-Jul-2021,Gdynia,3,Clay,R32,154,187,1,,LL,Varvara Lepchenko,Marina Melnikova,4-6 7-6(4) 6-3,1.02,3.1%,0.0%,63.8%,60.2%,51.1%,72.2% (13/18),51.0%,44.1%,0.0%,40.0%,54.8%,33.3% (5/15),3:08
12-Jul-2021,Budapest,3,Clay,R32,155,98,0,,5,Ana Bogdan,Varvara Lepchenko,6-4 7-5,0.88,0.0%,3.3%,65.2%,50.0%,46.9%,53.8% (7/13),47.1%,45.0%,5.0%,36.1%,52.3%,44.4% (4/9),2:32
5-Jul-2021,Bastad,3,Clay,R32,155,148,0,,,Nuria Parrizas Diaz,Varvara Lepchenko,6-4 6-2,0.78,0.0%,0.0%,69.0%,52.5%,50.0%,55.6% (5/9),44.3%,37.5%,3.1%,39.1%,33.3%,33.3% (1/3),1:27
28-Jun-2021,Wimbledon,5,Grass,Q3,155,118,0,,15,Greet Minnen,Varvara Lepchenko,6-2 6-2,0.61,0.0%,3.6%,69.1%,55.3%,35.3%,64.3% (9/14),40.8%,31.3%,2.1%,14.8%,52.4%,20.0% (1/5),0:59
